_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng
1590,283,A00057101​,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,
1591,276,A00056787​,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,
1592,431,A00057102,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,
1593,282,A00056787​,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,
1594,430,A00056791,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,
1595,429,A00056787,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,
1596,281,​A00056277,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,
1597,428,A00056277,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,
1598,427,A00056261,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,
1599,226,A00056261​,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,
1600,288,A00056259​,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,
1601,293,A00055058​,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,
1602,426,A00056259,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,
1603,425,A00055058,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,
1604,287,A00054892​,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,
1605,277,A00054140​,41.0,2009-10-26,Dog,Amakim,VII,Tirat Zevi,
1606,160,A00053949​,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,
1607,424,A00054140,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,
1608,423,A00053949,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,
1609,305,A00053754​,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,
1610,229,A00053755​,38.0,2009-10-21,Jackal,Amakim,VII,Yardena,
1611,422,A00053755,39.0,2009-10-21,Jackal,Amakim,VII,Yardena,
1612,306,A00053180​,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,
1613,421,A00053754,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,
1614,420,A00053180,36.0,2009-10-09,Donkey,Shfela Vahar,VII,Sedot Mikha,
1615,153,A00052608​,36.0,2009-10-09,Donkey,Shfela Vahar,III,Sedot Mikha,
1616,316,A00052509​,35.0,2009-10-04,Cattle,Amakim,VII,,Akhuzat Shoshana
1617,419,A00052608,35.0,2009-10-04,Cattle,Amakim,III,,Akhuzat Shoshana
1618,302,A00051836​,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,
1619,418,A00052059,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,
1620,193,A00051493​,33.0,2009-09-26,Jackal,Amakim,VII,Iksal,
1621,275,A00051048​,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,
1622,417,A00051493,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,
1623,416,A00051169,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,
1624,294,A00051169​,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,
1625,304,A00050596​,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,
1626,414,A00051048,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,
1627,289,A00050051​,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,
1628,415,A00050596,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,
1629,296,A00049367​,28.0,2009-09-02,Dog,Galil Golan,VII,Majdal Shams,
1630,313,A00047762​,27.0,2009-08-31,Dog,Galil Golan,VII,Zefat,
1631,278,A00048874​,26.0,2009-08-27,Dog,Amakim,VII,Bet Yosef,
1632,292,A00048623​,25.0,2009-08-25,Cattle,Galil Golan,VII,Yonatan,
1633,303,A00048495​,24.0,2009-08-24,Dog,Galil Golan,VII,Merom Golan,
1634,172,A00048248​,23.0,2009-08-20,Dog,Amakim,VII,Bet Yosef,
1635,319,A00047942​,22.0,2009-08-18,Cattle,Galil Golan,VII,Buq'Ata,
1636,297,A00047758​,21.0,2009-08-16,Martes,Galil Golan,I,Majdal Shams,
1637,286,A00047365​,20.0,2009-08-11,Dog,Galil Golan,VII,Dan,
1638,312,A00046399​,19.0,2009-08-03,Dog,Galil Golan,VII,Zefat,
1639,285,A00046278​,18.0,2009-08-02,Dog,Galil Golan,VII,Dan,
1640,308,A00045903​,17.0,2009-07-28,Jackal,Amakim,VII,,Ein Hogea
1641,314,A00045746​,16.0,2009-07-27,Fox,Galil Maaravi,I,Shomera,
1642,180,A00043324​,15.0,2009-07-05,Dog,Galil Golan,VII,Amir,
1643,311,A00042321​,14.0,2009-06-23,Dog,Galil Golan,VII,Zefat,
1644,182,A00042197​,13.0,2009-06-22,Jackal,Galil Golan,VII,She'Ar Yashuv,
1645,291,A00041876​,12.0,2009-06-18,Cattle,Galil Golan,VII,Yonatan,
1646,310,A00041047​,11.0,2009-06-10,Dog,Galil Golan,VII,Zefat,
1647,309,A00034798​,10.0,2009-04-06,Fox,Negev,III,Otni'El,
1648,236,A00034581​,9.0,2009-04-05,Sheep,Shfela Vahar,I,Yitav,
1649,320,A00032867​,8.0,2009-03-18,Dog,Galil Golan,VII,Ein Qiniyye,
1650,215,A00031827​,7.0,2009-03-09,Dog,Galil Golan,VII,Sede Eli'Ezer,
1651,318,A00029427​,6.0,2009-02-16,Sheep,Galil Golan,I,Buq'Ata,
1652,317,A00029271​,5.0,2009-02-15,Dog,Galil Golan,VII,Buq'Ata,
1653,307,A00028219​,4.0,2009-02-03,Dog,Galil Golan,VII,En Ziwan,
1654,301,A00028042​,3.0,2009-02-02,Dog,Galil Golan,VII,Mas'Ade,
1655,298,A00027317​,2.0,2009-01-26,Dog,Galil Golan,VII,Metula,
1656,315,A00026989​,1.0,2009-01-22,Wolf,Galil Golan,I,Buq'Ata,
1657,158,A00020887,11.0,2008-11-05,Jackal,Galil Golan,I,Ayyelet Hashahar,
1658,171,A0020236 ,8.0,2008-10-28,Dog,Galil Golan,VII,Sha'Ar Hagolan,
1659,237,A0019569 ,7.0,2008-10-15,Fox,Negev,III,Otni'El,
1660,240,A0017171 ,6.0,2008-09-04,Dog,Galil Golan,VII,Kefar Haruv,
1661,235,A0013508 ,4.0,2008-07-13,Fox,Shfela Vahar,III,Allon Shevut,
1662,183,A0012337 ,3.0,2008-06-24,Dog,Galil Golan,VII,Sede Nehemya,
1663,186,A0010850 ,2.0,2008-05-26,Dog,Galil Golan,VII,Hagosherim,
1664,213,573959 ,15.0,2007-12-30,Fox,Galil Golan,,Mishmar Hayarden,
1665,270,A00003653,14.0,2007-12-04,Dog,Galil Golan,,Majdal Shams,
1666,272,A00003382,13.0,2007-11-23,Cattle,Galil Golan,,Senir,
1667,266, 568674,12.0,2007-10-28,Fox,Galil Golan,,Merom Golan,
1668,274,567923,11.0,2007-10-17,Dog,Galil Golan,,,Matsok Orvim
1669,269,567901,10.0,2007-10-17,Dog,Galil Golan,,Majdal Shams,
1670,273,567414,9.0,2007-10-12,Dog,Galil Golan,,Mas'Ade,
1671,268,567413,8.0,2007-10-12,Dog,Galil Golan,,Majdal Shams,
1672,271,567077,7.0,2007-10-10,Fox,Galil Golan,,Senir,
1673,263,564429 ,6.0,2007-09-04,Fox,Galil Golan,,Kefar Szold,
1674,265, 563231,5.0,2007-08-21,Dog,Galil Golan,,Senir,
1675,267,553946 ,4.0,2007-05-29,Dog,Galil Golan,,Majdal Shams,
1676,262,548875 ,3.0,2007-04-16,Mongoose,Galil Golan,,Dan,
1677,264,548059 ,2.0,2007-04-06,Jackal,Galil Maaravi,,Shetula,
1678,189,547828,1.0,2007-04-02,Dog,Galil Golan,,Lahavot Habashan,
1679,238,529934,9.0,2006-10-24,Fox,Galil Golan,I,Buq'Ata,
1680,220,526853,8.0,2006-09-26,Dog,Galil Golan,VII,Senir,
1681,214,525355,7.0,2006-09-12,Cattle,Galil Maaravi,VII,Ya'Ara,
1682,241,518381,5.0,2006-07-10,Horse,Galil Golan,I,Qeshet,
1683,249,513381,4.0,2006-05-25,Dog,Galil Golan,VII,Merom Golan,
1684,242,509455,3.0,2006-04-23,Dog,Galil Golan,I,Yonatan,
1685,204, 509069,2.0,2006-04-16,Dog,Galil Golan,VII,Meron,
1686,188,503563,1.0,2006-02-28,Dog,Galil Golan,VII,Shamir,
1687,92,A00305664 ,42.0,2017-11-15,Cat,Amakim,VII B,Gan Ner,
1688,91,A00305504 ,41.0,2017-11-14,Jackal,Amakim,VII B,Ramat Hashofet,
1689,90,A00305400 ,40.0,2017-11-13,Cat,Amakim,VII B,Gan Ner,
1690,89,A00305395 ,39.0,2017-11-13,Jackal,Amakim,VII B,Gid'Ona,
1691,88,A00305161 ,38.0,2017-11-12,Sheep,Amakim,VII B,Ramat Zevi,
1692,87,A00304896,37.0,2017-11-08,Cattle,Amakim,VII B,Yardena,
1693,86,A00304876,36.0,2017-11-07,Jackal,Amakim,VII B,En Hashofet,
1694,85,A00304484,35.0,2017-11-05,Jackal,Amakim,VII B,Bet She'An,
1695,84,A00304380,34.0,2017-11-02,Jackal,Amakim,VII B,Afula,
1696,83,A00303627,33.0,2017-10-26,Jackal,Amakim,VII B,Merhavya(Qibbuz),
1697,82,A00303739 ,32.0,2017-10-26,Jackal,Amakim,VII B,Perazon,
1698,81,A00303264,31.0,2017-10-23,Jackal,Amakim,VII B,Bet She'An,
1699,80,A00303270,30.0,2017-10-23,Cattle,Amakim,VII B,Yardena,
1700,79,A00303261,27.0,2017-10-23,Jackal,Amakim,VII B,Yardena,
1701,78,A00303259,29.0,2017-10-23,Jackal,Amakim,VII B,Yardena,
1702,77,A00303258,28.0,2017-10-23,Cattle,Amakim,VII B,Yardena,
1703,76,A00303255,26.0,2017-10-23,Cattle,Amakim,VII B,Yardena,
1704,75,A00303256,25.0,2017-10-23,Cattle,Amakim,VII B,Yardena,
1705,74,A00303009,24.0,2017-10-22,Cattle,Amakim,VII B,Yardena,
1706,73,A00303008,23.0,2017-10-22,Cattle,Amakim,VII B,Yardena,
1707,72,A00302213,22.0,2017-10-15,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),
1708,71,A00301953,21.0,2017-10-08,Jackal,Amakim,VII B,Merhavya(Qibbuz),
1709,70,A00301951,20.0,2017-10-08,Jackal,Amakim,VII B,Hamadya,
1710,69,A00300817,19.0,2017-09-19,Jackal,Galil Golan,VII A,She'Ar Yashuv,
1711,68,A00300048,18.0,2017-09-10,Jackal,Galil Golan,VII A,Hagosherim,
1712,67,A00299866,17.0,2017-09-06,Jackal,Galil Golan,VII A,She'Ar Yashuv,
1713,66,A00298899,16.0,2017-08-23,Jackal,Galil Golan,VII A,Yesud Hama'Ala,
1714,65,A00298319,15.0,2017-08-15,Jackal,Galil Golan,VII A,Dan,
1715,64,A00296720,14.0,2017-07-23,Jackal,Galil Golan,VII A,Dan,
1716,63,A00294273,13.0,2017-06-18,Jackal,Amakim,VII B,Hamadya,
1717,62,A00292656,12.0,2017-05-25,Dog,Galil Maaravi,VII A,Kisra-Sumei,
1718,61,A00291777,11.0,2017-05-17,Dog,Amakim,VII B,Tamra (Yizre'El),
1719,60,A00288836,10.0,2017-04-18,Cattle,Galil Golan,VII B,,Sirin
1720,59,A00288746,9.0,2017-04-12,Dog,Galil Maaravi,VII A,Shelomi,
1721,58,A00286461,8.0,2017-03-19,Cattle,Galil Golan,VII A,Shamir,
1722,57,A00285326,7.0,2017-03-05,Dog,Galil Maaravi,VII A,Aramsha,
1723,56,A00285002,6.0,2017-02-28,Jackal,Galil Golan,VII A,Dan,
1724,55,A00283619,5.0,2017-02-09,Jackal,Galil Golan,VII B,Kefar Kisch,
1725,53,A00282774,4.0,2017-02-03,Dog,Galil Golan,VII A,Sede Nehemya,
1726,52,A00281474,3.0,2017-01-30,Cattle,Galil Golan,VII B,,Sirin
1727,54,A00281465,2.0,2017-01-15,Jackal,Galil Golan,VII B,Menahemya,
1728,51,A00281434,1.0,2017-01-12,Jackal,Galil Maaravi,VII A,Me'Ona,
1729,195,A00280235,29.0,2016-12-28,Dog,Galil Maaravi,VII A,Hurfeish,
1730,407,A00280040,28.0,2016-12-26,Fox,Negev,V,Yotvata,
1731,225,A00278432,26.0,2016-12-11,Dog,Galil Maaravi,VII A,Kefar Weradim,
1732,402,A00278493,27.0,2016-12-11,Fox,Negev,V,Yotvata,
1733,221,A00277340,25.0,2016-11-28,Fox,Negev,V,Zofar,
1734,211,A00276260,24.0,2016-11-15,Fox,Galil Golan,I,Kerem Ben Zimra,
1735,205,A00272782 ,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,
1736,401,A00272783,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,
1737,403,A00272781 ,22.0,2016-09-30,Jackal,Galil Maaravi,VII A,Ma'Alot-Tarshiha,
1738,409,A00271953,21.0,2016-09-22,Fox,Galil Golan,I,Metula,
1739,166,A00​271598,20.0,2016-09-19,Jackal,Galil Golan,VII B,Afiqim,
1740,408,A00271445,19.0,2016-09-18,Fox,Galil Golan,I,Metula,
1741,200,A00270091,18.0,2016-08-31,Jackal,Galil Maaravi,VII A,Me'Ona,
1742,210,A00269944,17.0,2016-08-30,Dog,Galil Maaravi,VII A,Hosen,
1743,253,A00269112,16.0,2016-08-19,Cattle,Galil Golan,VII A,Ghajar,
1744,398,A00267273001,15.0,2016-07-29,Dog,Amakim,VII A,Hamadya,
1745,397,A00263334001,14.0,2016-06-16,Dog,Galil Golan,VII A,Metula,
1746,251,A00259228,13.0,2016-04-27,Cattle,Galil Golan,VII B,Mevo Hamma,
1747,406,A00258021,12.0,2016-04-12,Fox,Negev,V,Yotvata,
1748,203,A00257556,11.0,2016-04-05,Dog,Galil Maaravi,VII A,Elqosh,
1749,218,A00256749,10.0,2016-03-28,Dog,Galil Maaravi,VII A,Ma'Alot-Tarshiha,
1750,410,A00256023,9.0,2016-03-16,Cattle,Galil Maaravi,VII A,Fassuta,
1751,412,A00253203,8.0,2016-02-15,Jackal,Galil Golan,VII A,Qiryat Shemona,
1752,411,A00252850,7.0,2016-02-10,Horse,Galil Golan,I,Qiryat Shemona,
1753,405,A00252733,6.0,2016-02-09,Dog,Galil Golan,VII A,Qiryat Shemona,
1754,399,A00252285,5.0,2016-02-04,Cattle,Galil Maaravi,VII A,Fassuta,
1755,404,A00251787,4.0,2016-01-31,Dog,Galil Golan,VII A,Dishon,
1756,194,A00250591,2.0,2016-01-17,Dog,Galil Golan,VII A,Jish(Gush Halav),
1757,400,A11541124,1.0,2016-01-07,Cattle,Galil Golan,VII A,Malkiyya,
1758,383,A00248754,27.0,2015-12-27,Cattle,Galil Golan,VII,Malkiyya,
1759,386,A00248021,26.0,2015-12-17,Cattle,Galil Golan,I,Mas'Ade,
1760,393,A00247459,25.0,2015-12-12,Jackal,Galil Maaravi,VII,Shetula,
1761,394,A00246969,24.0,2015-12-07,Jackal,Galil Maaravi,I,Shetula,
1762,396,A00246111,23.0,2015-11-30,Dog,Galil Golan,VIIA,Yir'On,
1763,387,A00245754,21.0,2015-11-24,Cattle,Galil Golan,VII,Kefar Szold,
1764,381,A00245755,22.0,2015-11-24,Cattle,Galil Golan,I,Kefar Szold,
1765,391,A00245753,20.0,2015-11-23,Cattle,Galil Golan,I,Mas'Ade,
1766,388,A00242858,19.0,2015-10-23,Dog,Galil Golan,VII,Kefar Szold,
1767,207,A00242714,18.0,2015-10-21,Dog,Galil Golan,VII,Yir'On,
1768,382,A00242036,17.0,2015-10-13,Cattle,Galil Golan,VII,Shamir,
1769,217,A00241304,16.0,2015-10-07,Jackal,Galil Maaravi,VII,Shetula,
1770,257,A00240773,15.0,2015-09-24,Badger,Galil Golan,VII,Ramot,
1771,392,A00239012,14.0,2015-08-31,Dog,Galil Golan,VII,Mas'Ade,
1772,222,A00235933,13.0,2015-07-27,Fox,Negev,VII,Samar,
1773,206,A00235454,12.0,2015-07-21,Cattle,Galil Maaravi,VII,Shomera,
1774,413,"A00232108
",11.0,2015-06-15,Dog,Galil Maaravi,VII,Abbirim,
1775,384,A00230844,10.0,2015-06-01,Dog,Galil Golan,VII,Meron,
1776,389,A00230474,9.0,2015-05-27,Dog,Galil Golan,VII,Meron,
1777,390,A00229771,8.0,2015-05-19,Dog,Galil Golan,VII,Meron,
1778,219,A00229689,7.0,2015-05-19,Dog,Galil Maaravi,VII,Adamit,
1779,395,A00229546,6.0,2015-05-16,Wolf,Galil Golan,VII,Ein Qiniyye,
1780,385,A00222839,5.0,2015-02-19,Dog,Galil Golan,VII,Dishon,
1781,246,A00221830,4.0,2015-02-08,Cat,Galil Golan,VII,Natur,
1782,245,A00221303,3.0,2015-02-02,Wolf,Galil Golan,VII,Odem,
1783,154,A00221167,2.0,2015-01-30,Dog,Galil Golan,VII,Metula,
1784,374,A00218962,14.0,2014-12-31,Dog,Galil Golan,VII,Sha'Al,
1785,216,A00218379,13.0,2014-12-28,Fox,Negev,I,Yotvata,
1786,379,A00217540,11.0,2014-12-17,Wolf,Galil Golan,VII,Buq'Ata,
1787,377,A00217539,10.0,2014-12-17,Wolf,Galil Golan,VII,Mas'Ade,
1788,373,A00217549,12.0,2014-12-17,Dog,Galil Golan,VII,Lahavot Habashan,
1789,375,A00215280,9.0,2014-11-21,Dog,Galil Golan,VII,Allone Habashan,
1790,380,A00214486,8.0,2014-11-12,Wolf,Galil Golan,VII,Dan,
1791,378,A00214084,7.0,2014-11-09,Jackal,Galil Golan,VII,Lahavot Habashan,
1792,223,A00210619,6.0,2014-09-23,Fox,Negev,I,Yahel,
1793,376,A00209626,5.0,2014-09-11,Jackal,Galil Golan,VII,Merom Golan,
1794,372,A00209101,4.0,2014-09-09,Badger,Galil Golan,VII,Shamir,
1795,170,A00193267,3.0,2014-03-06,Wolf,Galil Golan,VII,Ginnosar,
1796,256,A00189879,2.0,2014-01-30,Cattle,Galil Golan,VII,Ramat Magshimim,
1797,134,A00182564,116.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,
1798,133,A00182563,115.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,
1799,141,A00182394,26.0,2013-10-30,Dog,Hasharon,VII,Pardes Hanna-Karkur,
1800,146,A00160191,128.0,2013-10-02,Dog,Galil Golan,VII,Qidmat Zevi,
1801,145,A00160170,127.0,2013-10-02,Cattle,Galil Golan,VII,Qidmat Zevi,
1802,131,A00179673,24.0,2013-09-30,Cattle,Amakim,I,Bet Zeid,
1803,132,A00179680,25.0,2013-09-30,Cattle,Amakim,I,Kefar Yehoshua,
1804,152,A00178189,134.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,
1805,151,A00178186,133.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,
1806,126,A00177353,21.0,2013-08-26,Jackal,Galil Golan,I,Ortal,
1807,128,A00171915,109.0,2013-06-24,Dog,Galil Golan,VII,Eli-Ad,
1808,138,A00157340,120.0,2013-06-01,Wolf,Galil Golan,VII,Merom Golan,
1809,130,A00169651,111.0,2013-05-30,Dog,Galil Golan,VII,Ani'Am,
1810,147,A00168537,18.0,2013-05-20,Dog,Galil Golan,VII,Dan,
1811,149,A00168251,131.0,2013-05-16,Dog,Galil Golan,VII,Senir,
1812,150,A00159878,132.0,2013-05-02,Dog,Galil Golan,VII,Sha'Al,
1813,144,A00159861,126.0,2013-05-02,Cattle,Galil Golan,VII,Qidmat Zevi,
1814,140,A00166971,16.0,2013-05-01,Dog,Amakim,VII,Newe Ur,
1815,148,A00166686,130.0,2013-04-29,Dog,Galil Golan,VII,Qeshet,
1816,129,A00165925,14.0,2013-04-22,Dog,Galil Golan,VII,Ani'Am,
1817,135,A00164350,117.0,2013-04-03,Horse,Galil Golan,VII,Majdal Shams,
1818,127,A00163886,108.0,2013-03-24,Dog,Galil Golan,VII,Eli-Ad,
1819,137,A00163015,11.0,2013-03-13,Dog,Galil Golan,VII,Mas'Ade,
1820,125,A00162598,106.0,2013-03-10,Dog,Galil Golan,VII,Avne Etan,
1821,139,A00162218,121.0,2013-03-05,Cattle,Galil Golan,VII,Merom Golan,
1822,136,A00161890,8.0,2013-02-28,Dog,Shfela Vahar,VII,Peza'El,
1823,142,A00160704,7.0,2013-02-14,Dog,Galil Golan,VII,,Beit Ha'Meches
1824,143,A00159375,2.0,2013-01-28,Cattle,Galil Golan,VII,Qidmat Zevi,
1825,248,A00154882,24.0,2012-12-09,Dog,Galil Golan,V7,Qazrin,
1826,355,A00154876,23.0,2012-12-09,Dog,Galil Golan,V7,,Matsok Orvim
1827,192,A00149422,22.0,2012-10-10,Cattle,Amakim,V7,Yizre'El,
1828,356,A00147611,20.0,2012-09-10,Cattle,Galil Golan,V7,,Ramat Sirin
1829,365,A00143617,19.0,2012-07-23,Cattle,Galil Golan,V7,,Ramat Sirin
1830,371,A00142971,18.0,2012-07-16,Dog,Galil Golan,V7,Sha'Al,
1831,190,A00141529,17.0,2012-06-29,Cattle,Galil Golan,V7,Kefar Kisch,
1832,360,A00140981,16.0,2012-06-26,Cattle,Galil Golan,V7,Shadmot Devora,
1833,366,A00141128,15.0,2012-06-26,Cattle,Galil Golan,V7,,Ramat Sirin
1834,370,A00140975,13.0,2012-06-25,Dog,Galil Golan,V7,Majdal Shams,
1835,359,A00140461,12.0,2012-06-19,Cattle,Amakim,V7,Sede Eliyyahu,
1836,364,A00139959,11.0,2012-06-13,Dog,Galil Golan,V7,Mas'Ade,
1837,361,A00139687,10.0,2012-06-11,Dog,Galil Golan,V7,Shamir,
1838,176,A00139415,9.0,2012-06-07,Dog,Galil Golan,V7,Dafna,
1839,367,A00140979,14.0,2012-06-05,Cattle,Galil Golan,V7,,Ramat Sirin
1840,239,A00138475,7.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,
1841,369,A00148072,21.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,
1842,185,A00138478,8.0,2012-05-29,Dog,Galil Golan,V7,Kefar Szold,
1843,363,A00135038,6.0,2012-04-16,Dog,Galil Golan,V7,Allone Habashan,
1844,202,A00131607,5.0,2012-03-05,Fox,Galil Golan,V1,Malkiyya,
1845,358,A00130443,4.0,2012-02-20,Jackal,Amakim,V7,Kefar Ruppin,
1846,357,A00129268,3.0,2012-02-06,Sheep,Amakim,V7,En Harod(Me'Uhad),
1847,368,A00127474,2.0,2012-01-16,Dog,Galil Golan,V7,Shamir,
1848,362,A00126338,1.0,2012-01-03,Jackal,Galil Golan,V1,Avne Etan,
1849,233,A00125110,32.0,2011-12-19,Dog,Shfela Vahar,VII,Jerusalem,
1850,243,A00122715,30.0,2011-11-22,Cattle,Galil Golan,I,Ma'Ale Gamla,
1851,338,A00123820,31.0,2011-11-05,Cattle,Galil Golan,I,Allone Habashan,
1852,340,A00119672,28.0,2011-10-17,Wolf,Galil Golan,VII,Merom Golan,
1853,339,A00118118,27.0,2011-09-27,Dog,Galil Golan,VII,Majdal Shams,
1854,167,A00120419,29.0,2011-09-27,Dog,Galil Golan,VII,Ashdot Ya'Aqov(Me'Uhad),
1855,252,A00114102,26.0,2011-08-15,Dog,Galil Golan,VII,Afiq,
1856,341,A00108279,25.0,2011-06-16,Dog,Galil Golan,VII,En Ziwan,
1857,343,A00104401,23.0,2011-05-05,Cat,Amakim,VII,Newe Etan,
1858,344,A00104047,22.0,2011-05-02,Cattle,Amakim,VII,Ma'Oz Hayyim,
1859,334,A00104043,20.0,2011-05-02,Cattle,Amakim,VII,Newe Etan,
1860,337,A00104041,21.0,2011-05-02,Cattle,Galil Golan,I,Dishon,
1861,345,A00103759,19.0,2011-04-28,Cattle,Amakim,VII,Newe Etan,
1862,254,A00103607,16.0,2011-04-27,Dog,Galil Golan,VII,Ein Qiniyye,
1863,346,A00103598,17.0,2011-04-27,Sheep,Amakim,VII,Newe Etan,
1864,212,A00103358,15.0,2011-04-21,Jackal,Galil Golan,VII,Ma'Agan,
1865,347,A00103141,14.0,2011-04-17,Dog,Galil Golan,VII,Majdal Shams,
1866,348,A00101926,13.0,2011-04-04,Jackal,Amakim,VII,Ma'Oz Hayyim,
1867,349,A00100898,11.0,2011-03-22,Horse,Galil Golan,I,Dishon,
1868,336,A00099471,10.0,2011-03-06,Horse,Hasharon,VII,Ar'Ara,
1869,159,A00098813,9.0,2011-02-25,Dog,Amakim,VII,En Harod(Me'Uhad),
1870,174,A00098040,8.0,2011-02-17,Badger,Amakim,VII,Kefar Ruppin,
1871,342,A00105320,24.0,2011-02-17,Cattle,Amakim,VII,Newe Etan,
1872,350,A00097946,7.0,2011-02-16,Jackal,Amakim,VII,Merhavya(Moshav),
1873,209,A00097636,6.0,2011-02-13,Dog,Hasharon,VII,Ar'Ara,
1874,351,A00097401,5.0,2011-02-09,Dog,Galil Golan,I,Dishon,
1875,354,A00103758,18.0,2011-01-28,Sheep,Amakim,VII,Newe Etan,
1876,156,A00096026,4.0,2011-01-25,Jackal,Galil Golan,VII,Menahemya,
1877,352,A00095469,3.0,2011-01-19,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),
1878,353,A00095322,2.0,2011-01-18,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),
1879,335,A00093925,12.0,2011-01-03,Badger,Galil Golan,VII,Shadmot Devora,
1880,441,A00093477,54.0,2010-12-28,Dog,Galil Golan,I,Zefat,
1881,332,A00093368,53.0,2010-12-27,Dog,Amakim,VII,Merhavya(Moshav),
1882,197,A00092948,52.0,2010-12-22,Cat,Amakim,VII,Na'Ura,
1883,168,A00092687,51.0,2010-12-20,Jackal,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),
1884,181,A00092532,50.0,2010-12-19,Cattle,Shfela Vahar,III,Kefar Warburg,
1885,227,A00092471,49.0,2010-12-16,Cattle,Amakim,VII,Merav,
1886,234,A00092358,48.0,2010-12-15,Jackal,Amakim,VII,Mehola,
1887,231,A00092152,47.0,2010-12-13,Cattle,Galil Golan,I,Dishon,
1888,333,A00091588,45.0,2010-12-06,Dog,Galil Golan,VII,Zefat,
1889,322,A00091593,46.0,2010-12-06,Cattle,Amakim,VII,Hamadya,
1890,199,A00090976,44.0,2010-11-30,Jackal,Galil Maaravi,I,Fassuta,
1891,232,A00090997,42.0,2010-11-29,Dog,Galil Golan,VII,Qiryat Shemona,
1892,184,A00090999,43.0,2010-11-29,Cattle,Amakim,VII,Hamadya,
1893,247,A00090784,41.0,2010-11-26,Dog,Galil Golan,VII,Allone Habashan,
1894,442,A00086302,40.0,2010-10-12,Jackal,Amakim,VII,Tirat Zevi,
1895,196,A00085518,39.0,2010-10-05,Cat,Amakim,VII,Tayibe(Baemeq),
1896,443,A00085050,38.0,2010-09-28,Fox,Amakim,VII,Kefar Tavor,
1897,331,A00084553,37.0,2010-09-21,Dog,Amakim,VII,Merhavya(Moshav),
1898,444,A00084391,36.0,2010-09-20,Sheep,Galil Golan,VII,Zefat,
1899,155,A00084110,35.0,2010-09-16,Dog,Galil Golan,VII,Yavne'El,
1900,330,A00083689,34.0,2010-09-13,Jackal,Amakim,VII,Bet She'An,
1901,173,A00082520,33.0,2010-08-27,Jackal,Amakim,VII,Ma'Oz Hayyim,
1902,177,A00081924,32.0,2010-08-23,Jackal,Amakim,VII,Sede Eliyyahu,
1903,244,A00080771,31.0,2010-08-11,Wolf,Galil Golan,VII,Sha'Al,
1904,178,A00080206,30.0,2010-08-05,Sheep,Galil Golan,VII,Shadmot Devora,
1905,187,A00079863,29.0,2010-08-02,Dog,Galil Golan,VII,Kefar Blum,
1906,259,A00079695,28.0,2010-07-30,Cat,Amakim,VII,Afula,
1907,329,A00079190,26.0,2010-07-27,Dog,Galil Golan,VII,En Ziwan,
